machineCPU.csv 
Root Mean Squared Error: 95.19178636035879
k = 1
Predicted Data	Raw Data368.00		274.00
21.00		30.00
16.00		22.00
1150.00		915.00
20.00		16.00
277.00		326.00
58.00		72.00
11.00		6.00
636.00		1144.00
237.00		208.00
54.00		65.00
133.00		130.00
42.00		52.00
36.00		45.00
84.00		35.00
44.00		36.00
116.00		51.00
32.00		31.00
136.00		100.00
100.00		132.00
53.00		50.00
138.00		60.00
93.00		111.00
22.00		18.00
11.00		11.00
24.00		50.00
27.00		69.00
26.00		27.00
32.00		19.00
92.00		41.00
370.00		248.00
35.00		32.00
26.00		45.00
17.00		26.00
24.00		16.00
32.00		26.00
45.00		67.00
367.00		465.00
30.00		38.00
29.00		17.00
397.00		307.00
42.00		34.00
