delta_ail.csv 
Root Mean Squared Error: 0.00017136252456243889
k = 19
Predicted Data	Raw Data-0.00		-0.00
-0.00		-0.00
-0.00		-0.00
0.00		0.00
-0.00		-0.00
-0.00		-0.00
0.00		0.00
-0.00		-0.00
-0.00		-0.00
0.00		0.00
0.00		0.00
0.00		0.00
0.00		0.00
0.00		0.00
-0.00		-0.00
-0.00		-0.00
0.00		0.00
-0.00		-0.00
0.00		0.00
0.00		0.00
0.00		0.00
-0.00		-0.00
-0.00		-0.00
-0.00		-0.00
0.00		0.00
-0.00		-0.00
0.00		0.00
0.00		0.00
0.00		0.00
-0.00		-0.00
-0.00		-0.00
0.00		0.00
-0.00		-0.00
0.00		0.00
0.00		0.00
0.00		0.00
-0.00		-0.00
-0.00		-0.00
0.00		0.00
0.00		0.00
0.00		0.00
-0.00		-0.00
0.00		0.00
-0.00		-0.00
-0.00		-0.00
0.00		0.00
-0.00		-0.00
-0.00		-0.00
-0.00		-0.00
-0.00		0.00
0.00		0.00
0.00		0.00
0.00		0.00
0.00		0.00
0.00		0.00
-0.00		-0.00
-0.00		0.00
-0.00		-0.00
0.00		0.00
-0.00		-0.00
0.00		0.00
0.00		0.00
-0.00		-0.00
-0.00		-0.00
0.00		0.00
-0.00		-0.00
0.00		0.00
-0.00		-0.00
0.00		0.00
-0.00		-0.00
-0.00		-0.00
0.00		0.00
0.00		0.00
-0.00		-0.00
-0.00		-0.00
-0.00		-0.00
0.00		0.00
0.00		0.00
0.00		0.00
-0.00		-0.00
-0.00		-0.00
-0.00		-0.00
-0.00		-0.00
-0.00		-0.00
0.00		0.00
-0.00		-0.00
-0.00		-0.00
0.00		0.00
-0.00		-0.00
-0.00		-0.00
-0.00		-0.00
0.00		0.00
0.00		-0.00
-0.00		-0.00
-0.00		-0.00
0.00		0.00
0.00		0.00
0.00		0.00
0.00		0.00
-0.00		-0.00
-0.00		-0.00
-0.00		-0.00
0.00		0.00
-0.00		-0.00
0.00		0.00
-0.00		-0.00
-0.00		-0.00
0.00		0.00
-0.00		-0.00
0.00		0.00
-0.00		-0.00
-0.00		-0.00
-0.00		-0.00
0.00		0.00
-0.00		-0.00
0.00		0.00
-0.00		-0.00
0.00		0.00
0.00		0.00
-0.00		-0.00
-0.00		-0.00
0.00		0.00
0.00		0.00
-0.00		-0.00
0.00		0.00
-0.00		-0.00
-0.00		-0.00
0.00		0.00
0.00		0.00
-0.00		-0.00
-0.00		-0.00
0.00		0.00
-0.00		-0.00
0.00		0.00
0.00		0.00
0.00		0.00
-0.00		0.00
-0.00		-0.00
-0.00		-0.00
-0.00		-0.00
0.00		-0.00
0.00		0.00
0.00		0.00
-0.00		-0.00
-0.00		-0.00
0.00		0.00
-0.00		-0.00
-0.00		-0.00
-0.00		-0.00
-0.00		-0.00
0.00		0.00
0.00		0.00
0.00		0.00
-0.00		-0.00
0.00		0.00
0.00		0.00
0.00		0.00
-0.00		-0.00
-0.00		-0.00
0.00		0.00
0.00		0.00
0.00		0.00
-0.00		-0.00
-0.00		-0.00
-0.00		-0.00
0.00		0.00
0.00		0.00
-0.00		-0.00
-0.00		-0.00
-0.00		-0.00
0.00		0.00
0.00		0.00
-0.00		-0.00
0.00		0.00
-0.00		-0.00
0.00		0.00
-0.00		-0.00
-0.00		-0.00
0.00		0.00
0.00		0.00
0.00		0.00
0.00		0.00
0.00		0.00
-0.00		-0.00
0.00		0.00
0.00		0.00
0.00		0.00
0.00		0.00
-0.00		-0.00
0.00		0.00
0.00		0.00
0.00		0.00
0.00		0.00
0.00		0.00
0.00		0.00
-0.00		-0.00
-0.00		-0.00
-0.00		-0.00
-0.00		-0.00
0.00		0.00
0.00		0.00
-0.00		-0.00
0.00		0.00
-0.00		-0.00
0.00		0.00
0.00		0.00
-0.00		-0.00
-0.00		-0.00
-0.00		-0.00
0.00		0.00
0.00		0.00
-0.00		-0.00
-0.00		-0.00
0.00		0.00
-0.00		-0.00
0.00		0.00
-0.00		-0.00
0.00		0.00
0.00		0.00
0.00		-0.00
-0.00		-0.00
0.00		0.00
-0.00		-0.00
0.00		0.00
-0.00		-0.00
-0.00		-0.00
0.00		0.00
0.00		0.00
-0.00		-0.00
-0.00		0.00
-0.00		-0.00
-0.00		-0.00
0.00		0.00
0.00		0.00
-0.00		-0.00
-0.00		-0.00
0.00		0.00
-0.00		-0.00
0.00		0.00
-0.00		-0.00
-0.00		-0.00
0.00		0.00
0.00		0.00
0.00		0.00
-0.00		-0.00
0.00		0.00
-0.00		-0.00
-0.00		-0.00
-0.00		-0.00
-0.00		-0.00
0.00		0.00
0.00		0.00
-0.00		-0.00
0.00		0.00
-0.00		-0.00
-0.00		-0.00
0.00		0.00
-0.00		-0.00
0.00		-0.00
-0.00		-0.00
0.00		0.00
-0.00		-0.00
-0.00		-0.00
-0.00		-0.00
-0.00		-0.00
-0.00		-0.00
0.00		0.00
-0.00		-0.00
-0.00		-0.00
-0.00		-0.00
0.00		0.00
0.00		0.00
-0.00		-0.00
0.00		0.00
-0.00		-0.00
-0.00		-0.00
-0.00		-0.00
-0.00		-0.00
-0.00		-0.00
-0.00		-0.00
-0.00		-0.00
-0.00		-0.00
-0.00		-0.00
-0.00		-0.00
-0.00		-0.00
-0.00		-0.00
0.00		-0.00
0.00		0.00
-0.00		-0.00
0.00		0.00
-0.00		-0.00
-0.00		-0.00
-0.00		-0.00
-0.00		-0.00
-0.00		-0.00
-0.00		-0.00
0.00		0.00
0.00		0.00
-0.00		-0.00
0.00		0.00
0.00		0.00
0.00		0.00
-0.00		-0.00
-0.00		-0.00
0.00		0.00
-0.00		-0.00
-0.00		-0.00
0.00		0.00
0.00		-0.00
-0.00		-0.00
-0.00		-0.00
-0.00		-0.00
0.00		0.00
-0.00		-0.00
0.00		0.00
-0.00		-0.00
0.00		0.00
0.00		0.00
0.00		0.00
-0.00		-0.00
-0.00		-0.00
-0.00		-0.00
0.00		0.00
-0.00		-0.00
0.00		0.00
-0.00		-0.00
-0.00		-0.00
-0.00		-0.00
-0.00		-0.00
-0.00		-0.00
-0.00		-0.00
-0.00		-0.00
0.00		0.00
0.00		-0.00
0.00		0.00
0.00		0.00
0.00		0.00
0.00		0.00
-0.00		-0.00
0.00		0.00
-0.00		-0.00
0.00		0.00
-0.00		-0.00
0.00		0.00
0.00		0.00
0.00		0.00
0.00		0.00
-0.00		-0.00
0.00		0.00
-0.00		-0.00
-0.00		-0.00
0.00		0.00
0.00		0.00
-0.00		-0.00
-0.00		-0.00
0.00		0.00
-0.00		-0.00
-0.00		-0.00
-0.00		-0.00
0.00		0.00
0.00		0.00
0.00		0.00
0.00		0.00
-0.00		-0.00
-0.00		-0.00
0.00		0.00
-0.00		-0.00
0.00		0.00
0.00		0.00
0.00		0.00
-0.00		-0.00
0.00		0.00
0.00		0.00
-0.00		-0.00
-0.00		-0.00
-0.00		-0.00
-0.00		-0.00
0.00		0.00
-0.00		-0.00
-0.00		0.00
-0.00		-0.00
-0.00		-0.00
0.00		0.00
-0.00		-0.00
0.00		0.00
-0.00		-0.00
0.00		0.00
0.00		0.00
0.00		0.00
-0.00		-0.00
-0.00		-0.00
-0.00		-0.00
-0.00		-0.00
-0.00		-0.00
0.00		0.00
-0.00		-0.00
0.00		0.00
-0.00		-0.00
0.00		0.00
0.00		0.00
-0.00		-0.00
0.00		-0.00
0.00		0.00
-0.00		-0.00
0.00		0.00
-0.00		-0.00
0.00		0.00
0.00		0.00
0.00		0.00
0.00		0.00
-0.00		-0.00
-0.00		-0.00
0.00		0.00
-0.00		-0.00
-0.00		-0.00
-0.00		-0.00
-0.00		-0.00
0.00		0.00
0.00		0.00
0.00		0.00
0.00		0.00
0.00		0.00
0.00		0.00
-0.00		-0.00
0.00		0.00
-0.00		-0.00
-0.00		-0.00
-0.00		-0.00
-0.00		-0.00
-0.00		-0.00
-0.00		-0.00
0.00		0.00
