wizmir.csv 
Root Mean Squared Error: 1.7500007801070907
k = 10
Predicted Data	Raw Data55.60		55.30
81.09		81.60
70.00		71.70
51.69		50.40
37.67		39.60
79.26		79.00
45.93		42.30
81.18		82.40
38.54		40.20
45.29		41.70
44.50		45.40
48.09		47.40
56.40		57.10
40.63		41.80
55.19		55.00
79.94		82.10
82.03		80.10
63.07		62.70
48.47		49.40
60.51		61.90
37.36		39.20
55.24		55.10
50.55		49.90
74.93		72.10
63.85		63.10
75.08		74.00
79.71		81.20
51.26		49.80
57.33		57.70
59.29		59.90
77.83		79.00
50.82		45.30
80.16		79.60
81.95		83.10
50.72		48.90
82.07		82.20
50.11		48.30
55.46		56.30
45.42		45.20
55.97		57.80
77.28		75.50
50.72		52.00
72.56		70.50
51.49		51.70
46.41		47.50
69.58		68.90
62.88		62.40
71.16		69.90
59.19		60.90
83.19		83.50
77.07		77.70
53.38		52.60
66.12		65.80
53.10		52.20
50.70		51.20
80.21		79.30
64.60		65.80
69.68		66.20
46.70		47.30
80.26		79.60
82.73		83.00
74.55		72.90
66.21		65.00
82.08		82.70
49.37		51.30
52.47		51.90
54.77		55.80
64.00		64.80
48.80		46.90
48.18		46.70
58.32		59.00
55.18		57.90
47.55		46.20
56.16		55.50
54.56		54.10
75.80		74.40
50.90		50.00
73.34		73.90
44.72		43.30
49.99		52.90
79.32		80.50
79.40		77.10
84.60		83.80
53.59		52.90
57.99		60.30
60.97		61.60
46.47		46.60
49.97		47.70
54.24		53.20
81.54		81.60
67.12		65.40
74.15		72.10
82.43		82.90
44.98		41.70
49.24		46.60
46.85		46.90
64.11		64.60
39.18		38.50
75.09		71.60
49.49		52.10
60.27		60.70
73.49		72.20
53.98		53.00
58.59		58.50
52.20		53.30
72.19		73.10
48.50		48.10
60.77		61.40
59.57		61.90
42.30		41.30
52.48		54.40
42.34		38.80
83.19		83.80
72.48		76.10
73.65		72.60
47.73		45.90
50.62		54.30
43.60		44.50
55.65		56.00
74.66		74.30
72.62		72.70
43.81		41.80
50.92		51.30
79.03		78.50
64.26		62.70
76.78		75.00
82.26		80.70
63.56		59.90
75.06		76.00
62.74		61.70
75.54		74.90
46.23		44.90
75.20		76.60
51.76		49.40
55.11		56.80
76.08		77.00
62.09		61.40
68.99		69.90
52.49		52.00
46.11		46.80
50.05		50.50
49.83		48.00
51.14		52.40
72.25		68.50
50.27		47.90
55.71		57.30
77.88		78.70
77.69		76.50
52.45		53.10
48.07		48.60
82.54		83.00
51.88		50.80
42.86		44.70
52.16		51.00
71.18		72.60
40.22		41.90
77.01		76.10
74.68		71.60
43.66		43.80
40.13		37.90
80.86		81.50
37.72		38.10
59.24		59.90
63.72		59.40
49.85		51.60
41.14		39.00
58.10		60.10
76.36		77.20
63.74		65.10
56.79		57.50
45.58		49.90
52.90		52.70
57.86		58.10
82.84		82.80
48.01		50.40
47.58		48.50
51.24		49.60
53.91		53.30
78.46		79.00
48.92		48.70
72.74		70.60
44.34		41.40
49.98		47.10
49.79		48.00
74.96		74.80
77.20		75.50
77.15		76.40
52.14		52.80
81.56		84.50
77.28		74.20
51.50		52.90
52.75		55.40
79.27		78.50
53.50		52.40
44.46		43.70
55.52		54.90
65.24		67.00
65.17		66.50
45.05		45.00
60.02		61.80
60.83		60.30
83.51		82.80
54.82		55.10
51.05		51.30
67.62		68.50
72.77		71.80
48.18		47.30
53.03		54.60
50.53		52.70
57.53		58.00
58.50		59.50
80.55		79.40
77.11		77.80
64.81		68.10
49.55		48.50
64.89		65.50
72.91		71.90
78.13		76.40
51.02		49.80
78.53		76.80
73.85		71.80
86.05		86.00
58.84		58.80
60.86		63.10
49.54		49.40
44.51		42.70
42.36		43.50
83.58		88.60
73.17		73.20
80.21		80.10
75.15		75.50
59.54		58.30
41.32		41.00
62.27		61.40
75.28		73.80
82.25		84.00
52.81		53.00
76.79		76.80
65.06		66.90
43.79		40.90
65.73		71.00
77.02		76.20
45.13		44.10
80.87		84.10
76.92		75.60
64.08		66.90
55.38		54.90
75.65		69.90
64.81		63.20
52.55		54.00
85.33		88.10
41.03		43.50
49.94		48.70
50.05		51.20
49.52		51.20
40.72		39.90
78.35		77.20
74.63		75.40
80.47		80.80
56.00		54.60
61.77		62.30
40.73		43.70
67.93		68.10
46.22		45.60
59.83		62.10
81.22		81.50
43.42		42.20
59.43		65.00
71.10		70.50
64.31		67.30
78.60		75.90
71.88		71.00
42.66		42.60
38.80		34.80
46.83		44.30
46.61		48.60
58.21		57.60
60.10		59.70
66.15		67.30
51.17		52.80
54.22		53.40
65.74		66.70
65.01		68.10
81.21		82.60
66.95		65.80
83.29		83.40
49.92		48.30
76.27		79.00
50.23		50.20
55.19		53.40
58.51		58.00
83.45		83.00
43.33		38.30
