Name: delta_ail.csv
Case: a
Root Mean Squared Error: 0.00017136252456243889
best k: 19
data range: (-0.0019, 0.0014)
dataset size: 7129
Predicted Data	Raw Data
-0.00	-0.00
-0.00	-0.00
-0.00	-0.00
0.00	0.00
-0.00	-0.00
-0.00	-0.00
0.00	0.00
-0.00	-0.00
-0.00	-0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
-0.00	-0.00
-0.00	-0.00
0.00	0.00
-0.00	-0.00
0.00	0.00
0.00	0.00
0.00	0.00
-0.00	-0.00
-0.00	-0.00
-0.00	-0.00
0.00	0.00
-0.00	-0.00
0.00	0.00
0.00	0.00
0.00	0.00
-0.00	-0.00
-0.00	-0.00
0.00	0.00
-0.00	-0.00
0.00	0.00
0.00	0.00
0.00	0.00
-0.00	-0.00
-0.00	-0.00
0.00	0.00
0.00	0.00
0.00	0.00
-0.00	-0.00
0.00	0.00
-0.00	-0.00
-0.00	-0.00
0.00	0.00
-0.00	-0.00
-0.00	-0.00
-0.00	-0.00
-0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
-0.00	-0.00
-0.00	0.00
-0.00	-0.00
0.00	0.00
-0.00	-0.00
0.00	0.00
0.00	0.00
-0.00	-0.00
-0.00	-0.00
0.00	0.00
-0.00	-0.00
0.00	0.00
-0.00	-0.00
0.00	0.00
-0.00	-0.00
-0.00	-0.00
0.00	0.00
0.00	0.00
-0.00	-0.00
-0.00	-0.00
-0.00	-0.00
0.00	0.00
0.00	0.00
0.00	0.00
-0.00	-0.00
-0.00	-0.00
-0.00	-0.00
-0.00	-0.00
-0.00	-0.00
0.00	0.00
-0.00	-0.00
-0.00	-0.00
0.00	0.00
-0.00	-0.00
-0.00	-0.00
-0.00	-0.00
0.00	0.00
0.00	-0.00
-0.00	-0.00
-0.00	-0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
-0.00	-0.00
-0.00	-0.00
-0.00	-0.00
0.00	0.00
-0.00	-0.00
0.00	0.00
-0.00	-0.00
-0.00	-0.00
0.00	0.00
-0.00	-0.00
0.00	0.00
-0.00	-0.00
-0.00	-0.00
-0.00	-0.00
0.00	0.00
-0.00	-0.00
0.00	0.00
-0.00	-0.00
0.00	0.00
0.00	0.00
-0.00	-0.00
-0.00	-0.00
0.00	0.00
0.00	0.00
-0.00	-0.00
0.00	0.00
-0.00	-0.00
-0.00	-0.00
0.00	0.00
0.00	0.00
-0.00	-0.00
-0.00	-0.00
0.00	0.00
-0.00	-0.00
0.00	0.00
0.00	0.00
0.00	0.00
-0.00	0.00
-0.00	-0.00
-0.00	-0.00
-0.00	-0.00
0.00	-0.00
0.00	0.00
0.00	0.00
-0.00	-0.00
-0.00	-0.00
0.00	0.00
-0.00	-0.00
-0.00	-0.00
-0.00	-0.00
-0.00	-0.00
0.00	0.00
0.00	0.00
0.00	0.00
-0.00	-0.00
0.00	0.00
0.00	0.00
0.00	0.00
-0.00	-0.00
-0.00	-0.00
0.00	0.00
0.00	0.00
0.00	0.00
-0.00	-0.00
-0.00	-0.00
-0.00	-0.00
0.00	0.00
0.00	0.00
-0.00	-0.00
-0.00	-0.00
-0.00	-0.00
0.00	0.00
0.00	0.00
-0.00	-0.00
0.00	0.00
-0.00	-0.00
0.00	0.00
-0.00	-0.00
-0.00	-0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
-0.00	-0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
-0.00	-0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
-0.00	-0.00
-0.00	-0.00
-0.00	-0.00
-0.00	-0.00
0.00	0.00
0.00	0.00
-0.00	-0.00
0.00	0.00
-0.00	-0.00
0.00	0.00
0.00	0.00
-0.00	-0.00
-0.00	-0.00
-0.00	-0.00
0.00	0.00
0.00	0.00
-0.00	-0.00
-0.00	-0.00
0.00	0.00
-0.00	-0.00
0.00	0.00
-0.00	-0.00
0.00	0.00
0.00	0.00
0.00	-0.00
-0.00	-0.00
0.00	0.00
-0.00	-0.00
0.00	0.00
-0.00	-0.00
-0.00	-0.00
0.00	0.00
0.00	0.00
-0.00	-0.00
-0.00	0.00
-0.00	-0.00
-0.00	-0.00
0.00	0.00
0.00	0.00
-0.00	-0.00
-0.00	-0.00
0.00	0.00
-0.00	-0.00
0.00	0.00
-0.00	-0.00
-0.00	-0.00
0.00	0.00
0.00	0.00
0.00	0.00
-0.00	-0.00
0.00	0.00
-0.00	-0.00
-0.00	-0.00
-0.00	-0.00
-0.00	-0.00
0.00	0.00
0.00	0.00
-0.00	-0.00
0.00	0.00
-0.00	-0.00
-0.00	-0.00
0.00	0.00
-0.00	-0.00
0.00	-0.00
-0.00	-0.00
0.00	0.00
-0.00	-0.00
-0.00	-0.00
-0.00	-0.00
-0.00	-0.00
-0.00	-0.00
0.00	0.00
-0.00	-0.00
-0.00	-0.00
-0.00	-0.00
0.00	0.00
0.00	0.00
-0.00	-0.00
0.00	0.00
-0.00	-0.00
-0.00	-0.00
-0.00	-0.00
-0.00	-0.00
-0.00	-0.00
-0.00	-0.00
-0.00	-0.00
-0.00	-0.00
-0.00	-0.00
-0.00	-0.00
-0.00	-0.00
-0.00	-0.00
0.00	-0.00
0.00	0.00
-0.00	-0.00
0.00	0.00
-0.00	-0.00
-0.00	-0.00
-0.00	-0.00
-0.00	-0.00
-0.00	-0.00
-0.00	-0.00
0.00	0.00
0.00	0.00
-0.00	-0.00
0.00	0.00
0.00	0.00
0.00	0.00
-0.00	-0.00
-0.00	-0.00
0.00	0.00
-0.00	-0.00
-0.00	-0.00
0.00	0.00
0.00	-0.00
-0.00	-0.00
-0.00	-0.00
-0.00	-0.00
0.00	0.00
-0.00	-0.00
0.00	0.00
-0.00	-0.00
0.00	0.00
0.00	0.00
0.00	0.00
-0.00	-0.00
-0.00	-0.00
-0.00	-0.00
0.00	0.00
-0.00	-0.00
0.00	0.00
-0.00	-0.00
-0.00	-0.00
-0.00	-0.00
-0.00	-0.00
-0.00	-0.00
-0.00	-0.00
-0.00	-0.00
0.00	0.00
0.00	-0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
-0.00	-0.00
0.00	0.00
-0.00	-0.00
0.00	0.00
-0.00	-0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
-0.00	-0.00
0.00	0.00
-0.00	-0.00
-0.00	-0.00
0.00	0.00
0.00	0.00
-0.00	-0.00
-0.00	-0.00
0.00	0.00
-0.00	-0.00
-0.00	-0.00
-0.00	-0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
-0.00	-0.00
-0.00	-0.00
0.00	0.00
-0.00	-0.00
0.00	0.00
0.00	0.00
0.00	0.00
-0.00	-0.00
0.00	0.00
0.00	0.00
-0.00	-0.00
-0.00	-0.00
-0.00	-0.00
-0.00	-0.00
0.00	0.00
-0.00	-0.00
-0.00	0.00
-0.00	-0.00
-0.00	-0.00
0.00	0.00
-0.00	-0.00
0.00	0.00
-0.00	-0.00
0.00	0.00
0.00	0.00
0.00	0.00
-0.00	-0.00
-0.00	-0.00
-0.00	-0.00
-0.00	-0.00
-0.00	-0.00
0.00	0.00
-0.00	-0.00
0.00	0.00
-0.00	-0.00
0.00	0.00
0.00	0.00
-0.00	-0.00
0.00	-0.00
0.00	0.00
-0.00	-0.00
0.00	0.00
-0.00	-0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
-0.00	-0.00
-0.00	-0.00
0.00	0.00
-0.00	-0.00
-0.00	-0.00
-0.00	-0.00
-0.00	-0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
-0.00	-0.00
0.00	0.00
-0.00	-0.00
-0.00	-0.00
-0.00	-0.00
